record_number,normalized_year,vd17_id,title,Member_number_new,First_name_new,Last_name_new,Society_name_new,GND,role2,field_code,genre
278417,1681,23:750414X,Trauer- und Ehren-Gedächtnis Zu unsterblichen Nachruhm Dem Weiland HochEdelgebohrnen Herrn/ Herrn Hansen von Diesckau ... Welcher Jm 87sten Jahres Seiner Alters/ am 10. Novembris abgewichenes 1680sten Jahres ... von dieser Weld abgefordert und Den 12. Januarii itztlaiffendes 1681sten Jahres in sein neuerbautes Erb-Begräbnis zu Diesckau ... eingesencket wurde,212,Hans von,Dieskau,Der Tilgende,gnd/130485861,GefeierteR,028C,Leichenpredigt
278419,1681,23:750372R,Die @Allerschönste und Edelste Erbschafft Der gläubigen Kinder Gottes. Aus der I. Petr. I. v. 3.4.5.,212,Hans von,Dieskau,Der Tilgende,gnd/130485861,GefeierteR,028C,Leichenpredigt
119129,1640,15:748930P,"Lusus Convivalis Ad Epulas Nuptiales Viri Amplissimi & Excellentissimi Sebastiani Beers J.U. Doct. & in Illustri Altenburgensium Aula ... Virginis Nobiliß[i]ma Elisabethæ Sophiæ Nobilissimi Viri Johannis Gerstenbergii, ... Filiæ ...",658,Sebastian,Beer,Der Vielgeübte,gnd/124974716,GefeierteR,028C,Einblattdruck
119129,1640,15:748930P,"Lusus Convivalis Ad Epulas Nuptiales Viri Amplissimi & Excellentissimi Sebastiani Beers J.U. Doct. & in Illustri Altenburgensium Aula ... Virginis Nobiliß[i]ma Elisabethæ Sophiæ Nobilissimi Viri Johannis Gerstenbergii, ... Filiæ ...",658,Sebastian,Beer,Der Vielgeübte,gnd/124974716,GefeierteR,028C,Gelegenheitsschrift
129193,1636,125:028932G,"Euphemiai Et Votivae Acclamationes, Quibus Honores In Utroque Jure Doctorales, cum iisdem XI. Octobris solenni ritu ornaretur & inauguraretur ... Sebastianus Beer Laufensis Noricus",658,Sebastian,Beer,Der Vielgeübte,gnd/124974716,GefeierteR,028C,Gelegenheitsschrift
129568,1635,547:692148A,Bernhardi Sutholt U.I.D. @Dissertationum Aureolarum Ad Institutiones Iustinianeas Quarta,658,Sebastian,Beer,Der Vielgeübte,gnd/124974716,Praeses,028A,Dissertation
129568,1635,547:692148A,Bernhardi Sutholt U.I.D. @Dissertationum Aureolarum Ad Institutiones Iustinianeas Quarta,658,Sebastian,Beer,Der Vielgeübte,gnd/124974716,Praeses,028A,Kommentar
129568,1635,547:692148A,Bernhardi Sutholt U.I.D. @Dissertationum Aureolarum Ad Institutiones Iustinianeas Quarta,658,Sebastian,Beer,Der Vielgeübte,gnd/124974716,Praeses,028A,Streitschrift
27931,1668,27:753429E,"Volcmarus Happe, JCtus, Sacri Palatii Caesarei Et Consistorii Imperialis Comes, Ut Et Consiliarius Schvvartzburgicus B.L.S.",814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Gelegenheitsschrift
27931,1668,27:753429E,"Volcmarus Happe, JCtus, Sacri Palatii Caesarei Et Consistorii Imperialis Comes, Ut Et Consiliarius Schvvartzburgicus B.L.S.",814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Einblattdruck
31674,1667,27:753428X,"Volcmarus Happe, JCtus, Sacri Lateranensis Palatii, Aulai Cæsareæ Et Imperialis Consistorii Comes, Nec Non Consiliarius Scwartzburgicus Lecturis Salutem",814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Gelegenheitsschrift
31674,1667,27:753428X,"Volcmarus Happe, JCtus, Sacri Lateranensis Palatii, Aulai Cæsareæ Et Imperialis Consistorii Comes, Nec Non Consiliarius Scwartzburgicus Lecturis Salutem",814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Einblattdruck
40222,1665,23:747479B,Von Gott versehens Eh Confect Auffgedeckt/ Und Dem Hochgebohrnen Graffen und Herrn/ Hn. Albert Anthon/ Der Vier Graffen des Reichs/ Graffen zu Schwartzburg und Hohnstein/ Herrn zu Arnstadt/ Sondershausen/ Leutenberg/ Lohra und Clettenberg ... Wie auch Dem Fräulein Æmilia Julianen/ Gräfin und Fräulein von Barby und Mühlingen/ Bey dero Christ Gräfflichen Vermählung den 7. Juni Anno 1665. in Rudolstadt gefeyret,814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Gelegenheitsschrift
40222,1665,23:747479B,Von Gott versehens Eh Confect Auffgedeckt/ Und Dem Hochgebohrnen Graffen und Herrn/ Hn. Albert Anthon/ Der Vier Graffen des Reichs/ Graffen zu Schwartzburg und Hohnstein/ Herrn zu Arnstadt/ Sondershausen/ Leutenberg/ Lohra und Clettenberg ... Wie auch Dem Fräulein Æmilia Julianen/ Gräfin und Fräulein von Barby und Mühlingen/ Bey dero Christ Gräfflichen Vermählung den 7. Juni Anno 1665. in Rudolstadt gefeyret,814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Lyrik
40222,1665,23:747479B,Von Gott versehens Eh Confect Auffgedeckt/ Und Dem Hochgebohrnen Graffen und Herrn/ Hn. Albert Anthon/ Der Vier Graffen des Reichs/ Graffen zu Schwartzburg und Hohnstein/ Herrn zu Arnstadt/ Sondershausen/ Leutenberg/ Lohra und Clettenberg ... Wie auch Dem Fräulein Æmilia Julianen/ Gräfin und Fräulein von Barby und Mühlingen/ Bey dero Christ Gräfflichen Vermählung den 7. Juni Anno 1665. in Rudolstadt gefeyret,814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Figurengedicht
286143,1679,27:753441G,"Volkmarus Happe/ Hereditarius In Ober-Weimar/ JCtus, S. Palatii Et Consistorii Imperialis Comes, Ducalis Saconicus Vinariensis Consilisrius Intimus, Vice-Cancellarius Et Consistorii Ecclesiastici Supremi Præses, Lectori S.P.D.",814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Gelegenheitsschrift
286143,1679,27:753441G,"Volkmarus Happe/ Hereditarius In Ober-Weimar/ JCtus, S. Palatii Et Consistorii Imperialis Comes, Ducalis Saconicus Vinariensis Consilisrius Intimus, Vice-Cancellarius Et Consistorii Ecclesiastici Supremi Præses, Lectori S.P.D.",814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Einblattdruck
303743,1675,27:753450F,"Ich Volkmar Happe, JCtus, Sacri Palatii Caesarei Et Consistorii Imperialis Comes, Fürstl. Sächs. Vice-Cantzlar ... urkunde und bekenne. Nachdem der Allerdurchlauchtigste ... Herr Leopold, Erwehlter Römischer Käyser ... Mich in die Ehre und Würde Ihrer Käyserl. Majestät Pfaltz-Hof-Grafen, so zu Latein Comites Palatini genennet werden, erhöhet ... und ... geschickte und qualificirte Personen zu Notarien, öffentlichen Schreibern und Richtern zu creiren ... Und hierauf der Ehrenveste ... Herr Benedictus Reinboth, Studiosus von Jena mich ersuchet ... ihn zu einen Notarien, offenen Schreiber und Richter zu creiren ... : Welches alles geschehen zu Weimar, am 12. Augusti, nach der gnadenreichen Geburt unsers Herrn Jesu Christi im 1675sten Jahr ...",814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Gelegenheitsschrift
303743,1675,27:753450F,"Ich Volkmar Happe, JCtus, Sacri Palatii Caesarei Et Consistorii Imperialis Comes, Fürstl. Sächs. Vice-Cantzlar ... urkunde und bekenne. Nachdem der Allerdurchlauchtigste ... Herr Leopold, Erwehlter Römischer Käyser ... Mich in die Ehre und Würde Ihrer Käyserl. Majestät Pfaltz-Hof-Grafen, so zu Latein Comites Palatini genennet werden, erhöhet ... und ... geschickte und qualificirte Personen zu Notarien, öffentlichen Schreibern und Richtern zu creiren ... Und hierauf der Ehrenveste ... Herr Benedictus Reinboth, Studiosus von Jena mich ersuchet ... ihn zu einen Notarien, offenen Schreiber und Richter zu creiren ... : Welches alles geschehen zu Weimar, am 12. Augusti, nach der gnadenreichen Geburt unsers Herrn Jesu Christi im 1675sten Jahr ...",814,Volkmar,Happe,Der Abtrocknende,gnd/124699170,VerfasserIn,028A,Einblattdruck
117394,1641,27:753215G,Decanvs Facultatis Philosophicæ In Academia Lipsiensi,775,Christian von,Ryssel,Der Beschirmete,gnd/124290744,GefeierteR,028C,Einblattdruck
117394,1641,27:753215G,Decanvs Facultatis Philosophicæ In Academia Lipsiensi,775,Christian von,Ryssel,Der Beschirmete,gnd/124290744,GefeierteR,028C,Hochschulschrift
117394,1641,27:753215G,Decanvs Facultatis Philosophicæ In Academia Lipsiensi,775,Christian von,Ryssel,Der Beschirmete,gnd/124290744,GefeierteR,028C,Gelegenheitsschrift
117394,1641,27:753215G,Decanvs Facultatis Philosophicæ In Academia Lipsiensi,775,Christian von,Ryssel,Der Beschirmete,gnd/124290744,GefeierteR,028C,Gelegenheitsschrift
132946,1633,15:742140A,"Ein @Mandat, so Ihr Fürstl: Gn: Frantz Albrecht, Hertzog von Sachsen/ Engern vnd Westphalen. etc. Auß gehenlassen/ wegen deß Rauben und Stehlen",194,Herzog Franz Albrecht von,Sachsen-Lauenburg,Der Weiße,gnd/122811364,GeistigeR SchöpferIn,028C,Flugschrift
226003,1603,18:753416A,"Enarrationes In Tit. Codicis Iustinianei De Jure Emphyteutico Duorum Clarissimorvm Ivrisconsult. Joannis Ferrarii Montani, Et Joannis Corasii Tolos",433,Matthaeus (von),Wesenbeck,Der Fähige,gnd/122687981,VerfasserIn,028C,NA
119121,1640,15:749491N,"Piis manibus Amplissimi Clarissimique Viri, Dn. Friderici Hortlederi JCti, Historici & Consiliarii Saxonici Vitnariensis.",181,Tobias,Adami,Der Gehärte,gnd/122420217,VerfasserIn,028C,Einblattdruck
119121,1640,15:749491N,"Piis manibus Amplissimi Clarissimique Viri, Dn. Friderici Hortlederi JCti, Historici & Consiliarii Saxonici Vitnariensis.",181,Tobias,Adami,Der Gehärte,gnd/122420217,VerfasserIn,028C,Gelegenheitsschrift
253714,1687,27:742007X,Schuldige Pflicht/ Dem Weiland/ Hoch-Edelgebornen/ Hoch-Mannhafften und Hochbenamten Herrn/ Herrn Marco von der Lütken/ Vormals der Käyserlichen Majestät wolverdienten Kriegs-Obersten zu Pferde; letztens Seiner Churfürstlichen Durchlaucht. zu Brandenb. Hochverdienten General-Wachmeistern/ auch Obristen zu Pferde; Auff Kremmen/ Vehlefantz/ Groß- und Kleinen Zieten Erbherrn/ [et]c.,411,Markus von,der Lütke,Der Steigende,gnd/121783103,GefeierteR,028C,Gelegenheitsschrift
253714,1687,27:742007X,Schuldige Pflicht/ Dem Weiland/ Hoch-Edelgebornen/ Hoch-Mannhafften und Hochbenamten Herrn/ Herrn Marco von der Lütken/ Vormals der Käyserlichen Majestät wolverdienten Kriegs-Obersten zu Pferde; letztens Seiner Churfürstlichen Durchlaucht. zu Brandenb. Hochverdienten General-Wachmeistern/ auch Obristen zu Pferde; Auff Kremmen/ Vehlefantz/ Groß- und Kleinen Zieten Erbherrn/ [et]c.,411,Markus von,der Lütke,Der Steigende,gnd/121783103,GefeierteR,028C,Lyrik
253715,1687,27:742005G,Grab-Lied,411,Markus von,der Lütke,Der Steigende,gnd/121783103,GefeierteR,028C,Gelegenheitsschrift
253715,1687,27:742005G,Grab-Lied,411,Markus von,der Lütke,Der Steigende,gnd/121783103,GefeierteR,028C,Lyrik
182044,1617,15:748403Q,"Epicedium Consecratvm Piis Manibvs Illustrissimæ & Celsissimæ Principis ac Dominæ, Dn. Dorotheæ Mariæ Ducissæ, Natæ Principissæ Anhaldinæ, ...",425,Samuel (von),Goechhausen,Der Behägliche,gnd/121510913,VerfasserIn,028A,Einblattdruck
182044,1617,15:748403Q,"Epicedium Consecratvm Piis Manibvs Illustrissimæ & Celsissimæ Principis ac Dominæ, Dn. Dorotheæ Mariæ Ducissæ, Natæ Principissæ Anhaldinæ, ...",425,Samuel (von),Goechhausen,Der Behägliche,gnd/121510913,VerfasserIn,028A,Gelegenheitsschrift
6297,1673,17:750645L,Mnemosynon Diei Nominalis Schoebelianum,817,Georg Schöbel von,Rosenfeld,Der Himmlischgesinnte,gnd/121302679,GefeierteR,028C,Rede
6297,1673,17:750645L,Mnemosynon Diei Nominalis Schoebelianum,817,Georg Schöbel von,Rosenfeld,Der Himmlischgesinnte,gnd/121302679,GefeierteR,028C,Gelegenheitsschrift
138206,1631,15:749505Q,"Memoriæ Amplißimi & Spectatißimi Viri Dn. Christophori Buchhammeri, Senatoris Hallensis Prudentissimi & Salinarii Valvasoris Primarii, … humatur.",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028C,Einblattdruck
138206,1631,15:749505Q,"Memoriæ Amplißimi & Spectatißimi Viri Dn. Christophori Buchhammeri, Senatoris Hallensis Prudentissimi & Salinarii Valvasoris Primarii, … humatur.",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028C,Gelegenheitsschrift
138222,1631,15:748254U,"Lectori Christianus Gueinzius, Rector Gymnasii Hallensis Salutem precatur.",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028A,Einblattdruck
138222,1631,15:748254U,"Lectori Christianus Gueinzius, Rector Gymnasii Hallensis Salutem precatur.",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028A,Gelegenheitsschrift
138223,1631,15:748248T,"Viris Magnificis, Nobilissimis, Reverendis Admodum, Amplissimis, ... Reipvblicæ Et Ecclesiæ Hallensis Dnn. Patronis, Amicis Honorandis, Christianus Guenzius, Rector Gymnasii Hallensis Salutem precatur.",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028A,Einblattdruck
138223,1631,15:748248T,"Viris Magnificis, Nobilissimis, Reverendis Admodum, Amplissimis, ... Reipvblicæ Et Ecclesiæ Hallensis Dnn. Patronis, Amicis Honorandis, Christianus Guenzius, Rector Gymnasii Hallensis Salutem precatur.",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028A,Gelegenheitsschrift
141159,1630,15:748253M," Viris Magnificis, Nobilissimis, Reverendis Admodum, Amplissims, ... Reipublicæ Et Ecclesiæ Hallensis Dnn. Patronis, Amicis Honorandis, Christianus Gueinzius, Rector Gymnasii Hallensis Salutem precatur",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028A,Einblattdruck
141159,1630,15:748253M," Viris Magnificis, Nobilissimis, Reverendis Admodum, Amplissims, ... Reipublicæ Et Ecclesiæ Hallensis Dnn. Patronis, Amicis Honorandis, Christianus Gueinzius, Rector Gymnasii Hallensis Salutem precatur",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028A,Gelegenheitsschrift
141161,1630,15:748228E,"Viris Magnificis, Nobilsismis, Reverendis Admodum, Amplissimis, ... Reipublicæ Et Ecclesiæ Hallensis Dnn. Patronis, Amicis Honorandis, Christianus Gueinzius, Rector Gymnasii Hallensis Salutem precatur",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028A,Einblattdruck
141161,1630,15:748228E,"Viris Magnificis, Nobilsismis, Reverendis Admodum, Amplissimis, ... Reipublicæ Et Ecclesiæ Hallensis Dnn. Patronis, Amicis Honorandis, Christianus Gueinzius, Rector Gymnasii Hallensis Salutem precatur",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028A,Gelegenheitsschrift
141161,1630,15:748228E,"Viris Magnificis, Nobilsismis, Reverendis Admodum, Amplissimis, ... Reipublicæ Et Ecclesiæ Hallensis Dnn. Patronis, Amicis Honorandis, Christianus Gueinzius, Rector Gymnasii Hallensis Salutem precatur",361,Christian,Gueintz,Der Ordnende,gnd/120777193,VerfasserIn,028A,Schulprogramm
165808,1621,3086:752709D,Dispvtatio De Capite Primo Epistolæ Ad Colossenses,361,Christian,Gueintz,Der Ordnende,gnd/120777193,RespondentIn,028C,Dissertation
300004,1676,56:740614E,"Eutinische Ehren-Pforte/ Welche Der Durchleuchtigsten Prinzeßin und Frauen/ Fr: Christina Gebohrnen Prinzeßin zu Sachsen/ Jülich/ Cleve/ und Bergen ... Als I. Durchl. Von dem ... Herrn August-Friedrich, Erwehltem Bischoffen zu Lübek/ Erben zu Norwegen/ Herzogen zu Schleswig Holstein. u.a.m. Nach dem Zu Halle den 21. Junij gehaltenen Hoch-Fürstl. Beylager/ Auf das Bischöfliche Residenz-Hauß Eutien den 20. Julii frölichst heimgeführet wurden",855,Herzog August Friedrich von,Schleswig-Holstein-Gottorf,Der Auserwehlte,gnd/120439344,GefeierteR,028C,NA
6261,1673,15:752007A,Bona Scæva! Solemnis Scholarum Cum Arca Noæ Comparatio:,873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Schulprogramm
10150,1672,15:751559W,"Gameliam Geminam, Quam In Honorem Gamelium Eximii A Volgi Nota Caji, Dni Godofredi Foersteri, Patricii Gorlicensis, Eximiæ Item A Cotidianis Formis Cajæ, Rosinæ Helwigæ, Venerillæ Gorlicensis, Ipso Mense Gamelione, Die Nempe XXIV Octobris, Anno Currentis Seculi LXXII.  ... In Parnasso Nissiaco ...",873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Gelegenheitsschrift
10150,1672,15:751559W,"Gameliam Geminam, Quam In Honorem Gamelium Eximii A Volgi Nota Caji, Dni Godofredi Foersteri, Patricii Gorlicensis, Eximiæ Item A Cotidianis Formis Cajæ, Rosinæ Helwigæ, Venerillæ Gorlicensis, Ipso Mense Gamelione, Die Nempe XXIV Octobris, Anno Currentis Seculi LXXII.  ... In Parnasso Nissiaco ...",873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Lyrik
10251,1672,15:742856R,Feliciter! Perpetua Augusti Gymnasii Gorlic. cum Equo Trojano Comparatio,873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028C,Schulprogramm
18903,1670,15:752006T,EY! Festum Gregorianum,873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Schulprogramm
27938,1668,15:752005L,Gewöhnliche Gregorius-Feyre/ auf zuvorherbeschehene Genehmhaltung E. Edlen/ HochEhrenvesten und Hochweisen Raths der ChurSächs. Sechs-Stadt Görlitz/ und drauf erfolgte Anordnung (Tit.) Herrn M. Christ. Funckens/ Wohlbestellten Rectors der Löbl. Schule daselbst/ angemeldet durch etliche Teutsche Reimen,873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,NA
31698,1667,15:752002N,Quod. Bonum. Faustum. Felixq. Sit. Consularia. Inclutæ. Reipubl. Gorlicensis. Comitia. Inter. Votivos. Bonorum. Omnium. Plausus. Et Religiosas. Eorundem. Preces. ... MDCLXVII. Ipsis. Kal. Septembr. Quem Anni. Auspicatissimi. Initium. Ominabatur. Heroicis. Poetarum. Principum. Cl. Claudiani. Et. P. Papinii. Statii. Numeris. Canit. Eaque. In. Parnasso. Nissiaco. P.P. M. Chr. Funccius. Rector Gorlicensis,873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,NA
31712,1667,15:751473H,Glück-jauchzendes Freuden-Gedichte,873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
31712,1667,15:751473H,Glück-jauchzendes Freuden-Gedichte,873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Lyrik
31713,1667,15:751469X,"Faci Solemni Quam Novis Sponsis, Excellentiß. Clarißimo Viro Dn. M. Christiano Funccio, Gymnasii Gorl. Rectori Dignissimo, Et ... Virgini Dorotheæ Rosinæ Neomanniæ, lætans Hymenæus accendit, X. ante Cal. Oct. M.DC.LXVII.",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
31713,1667,15:751469X,"Faci Solemni Quam Novis Sponsis, Excellentiß. Clarißimo Viro Dn. M. Christiano Funccio, Gymnasii Gorl. Rectori Dignissimo, Et ... Virgini Dorotheæ Rosinæ Neomanniæ, lætans Hymenæus accendit, X. ante Cal. Oct. M.DC.LXVII.",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Lyrik
31714,1667,15:751468Q,"Rauschender Neiß-Fluß Das ist Glückwüntschende Najaden Welche/ Als Der ... Herr M. Christian Funcke/ der hochheiligen GottesLehre Candidat, wohlbestalter treufleissiger Rector des löblichen Gymnasii zu Görlitz/ Mit der ... Jungfer Dorotheen Rosinen gebohrner Neumannin/ Den ersten Tag seines Hochzeitlichen Ehe- und Ehren-Festes/ War der 19. des Herbst-Monats itztlauffenden 1667ten Jahrs in Freuden begieng",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
31714,1667,15:751468Q,"Rauschender Neiß-Fluß Das ist Glückwüntschende Najaden Welche/ Als Der ... Herr M. Christian Funcke/ der hochheiligen GottesLehre Candidat, wohlbestalter treufleissiger Rector des löblichen Gymnasii zu Görlitz/ Mit der ... Jungfer Dorotheen Rosinen gebohrner Neumannin/ Den ersten Tag seines Hochzeitlichen Ehe- und Ehren-Festes/ War der 19. des Herbst-Monats itztlauffenden 1667ten Jahrs in Freuden begieng",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Lyrik
31715,1667,15:751466Z,"Mercurius Votivus in Excellentißimi, Clarißimiq[ue] Viri Dn. M. Christiani Funccii, Gymnasii Gorlicensis Rectoris solertissimi Secundum Sponsi Nec non Generis nobilitate virtutumq[ue] splendore commendatißimæ Virginis Dorotheæ Rosinæ, ... Dn. Georgii Neumanni, Hæreditarii in Neundorff/ Filiæ Natu majoris",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
31715,1667,15:751466Z,"Mercurius Votivus in Excellentißimi, Clarißimiq[ue] Viri Dn. M. Christiani Funccii, Gymnasii Gorlicensis Rectoris solertissimi Secundum Sponsi Nec non Generis nobilitate virtutumq[ue] splendore commendatißimæ Virginis Dorotheæ Rosinæ, ... Dn. Georgii Neumanni, Hæreditarii in Neundorff/ Filiæ Natu majoris",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Lyrik
31716,1667,15:751463B,"Junone Jugatina Auspicante! Viro Excellentiss. Præclariss. Dn. M. Christiano Funccio, Miner VII Gorlicensis Præsidi Gnaviss. Graviss. Venus Altera, Dorothea Rosina Neumannia, Genere, Forma, Virtute Nobilis, Gorlici[i] D. XIII. Kal. Octobr. A Sal. MDCLXVII. Solemni Ritu In Cajam Sociatur",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
31716,1667,15:751463B,"Junone Jugatina Auspicante! Viro Excellentiss. Præclariss. Dn. M. Christiano Funccio, Miner VII Gorlicensis Præsidi Gnaviss. Graviss. Venus Altera, Dorothea Rosina Neumannia, Genere, Forma, Virtute Nobilis, Gorlici[i] D. XIII. Kal. Octobr. A Sal. MDCLXVII. Solemni Ritu In Cajam Sociatur",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Lyrik
31717,1667,15:751461M,"Quod Deus, conjugii Autor & Fautor, bene vortat! Excellentißimo Et Præclarißimo Viro, Dn. M. Christiano Funccios, Gymnasii, quod Gorlicii Lusatorum floret, Rectori solertissimo, & Viri, ... Dn. Georgii Neumanni, Gorl. Hæreditarii in Neundorff/ Filia, natu major, dilectissima,  ... Dorothea Rosina, ",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
31717,1667,15:751461M,"Quod Deus, conjugii Autor & Fautor, bene vortat! Excellentißimo Et Præclarißimo Viro, Dn. M. Christiano Funccios, Gymnasii, quod Gorlicii Lusatorum floret, Rectori solertissimo, & Viri, ... Dn. Georgii Neumanni, Gorl. Hæreditarii in Neundorff/ Filia, natu major, dilectissima,  ... Dorothea Rosina, ",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Lyrik
31718,1667,15:751460D,"Favente Coelo, Conjuges inter vonus sua dant nomina, Vir Excellentißimus Et Præclarißimus, Dn. M. Christianus Funccius, Gymnasii, quod Gorlicii Lusatorum floret, Rector solertissimus, & Virgo, ... Dorothea-Rosina Neumannia, Viri ... Dn. Georgii Neumanni, Gorl. Hæreditarii in Neundorff/ Filia natu major, dilectissima. ... ",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
31718,1667,15:751460D,"Favente Coelo, Conjuges inter vonus sua dant nomina, Vir Excellentißimus Et Præclarißimus, Dn. M. Christianus Funccius, Gymnasii, quod Gorlicii Lusatorum floret, Rector solertissimus, & Virgo, ... Dorothea-Rosina Neumannia, Viri ... Dn. Georgii Neumanni, Gorl. Hæreditarii in Neundorff/ Filia natu major, dilectissima. ... ",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Lyrik
63909,1659,15:751600A,Tröstlicher Zuspruch/ an die Hoch-Wol-Edelgeborne/ Hochehrentugendbegabte/ und in der CreutzSchule viel- und offtgeübte Frau Lucretia/ Geborne und zu zweyen malen verehelichte von Schönberg/ Hauptmannin/ [et]c. anietzo Höchstbetrübte und Schmertz-Leidtragende Witwe/ über den annoch frühzeitigen/ doch aber hochseeligen Hintritt Ihres Ehe-Junckern/ Des ... Herrn Nicols von Schönberg/ auff Oberschönau/ Churfürstl. Durchl. zu Sachsen ...,873,Christian,Funcke,Der Funckende,gnd/120145812,VerfasserIn,028A,Gelegenheitsschrift
84487,1653,15:751258X,Schimpff und Ernst. Von Widerwertigkeit des heutigen Freyens/ belachet und beweinet/ Auff dem Hochzeit-Tage/ Herrn M. Christian Funckens/ und Jungfraw Martha Sophia Schleiffentagens,873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
84487,1653,15:751258X,Schimpff und Ernst. Von Widerwertigkeit des heutigen Freyens/ belachet und beweinet/ Auff dem Hochzeit-Tage/ Herrn M. Christian Funckens/ und Jungfraw Martha Sophia Schleiffentagens,873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Lyrik
84488,1653,15:751254S,"Faces Aphrodisiæ In Nuptorio Per-Eximii atqve Præstantissimi Dni M. Christiani Funcci[i], Freiberg. Lycei Collegæ III. dignissimi Sponsi, nec non Virginum politiorum mellitissimæ Marthæ Sophiæ, Viri Reverendi Clarissimique Dni. M. Gabrielis Schleiffentagii, ... Filiæ Sponsæ",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
84488,1653,15:751254S,"Faces Aphrodisiæ In Nuptorio Per-Eximii atqve Præstantissimi Dni M. Christiani Funcci[i], Freiberg. Lycei Collegæ III. dignissimi Sponsi, nec non Virginum politiorum mellitissimæ Marthæ Sophiæ, Viri Reverendi Clarissimique Dni. M. Gabrielis Schleiffentagii, ... Filiæ Sponsæ",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Lyrik
84489,1653,15:751251U,"Venerem scintillantem Præstantissimi Eruditißimiq[ue] Dni. M. Christiani Funcci[i], Freiberg Phrontisterii patrii Collegæ III. strenuè merentis Sponsi, ...cum Virgine ... Martha Sophia, Viri .... Gabrielis Schleiffentagi[i] Freib. Ecclesiatæ in Æde D. Petri Primarii svavissimâ Filiolâ, Sponsa.",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Gelegenheitsschrift
84489,1653,15:751251U,"Venerem scintillantem Præstantissimi Eruditißimiq[ue] Dni. M. Christiani Funcci[i], Freiberg Phrontisterii patrii Collegæ III. strenuè merentis Sponsi, ...cum Virgine ... Martha Sophia, Viri .... Gabrielis Schleiffentagi[i] Freib. Ecclesiatæ in Æde D. Petri Primarii svavissimâ Filiolâ, Sponsa.",873,Christian,Funcke,Der Funckende,gnd/120145812,GefeierteR,028C,Lyrik
