record_number,normalized_year,vd17_id,title,Member_number_new,First_name_new,Last_name_new,Society_name_new,GND,role2,field_code,original_language,intermediary_language,publication_language,genre
205838,1610,3:634276Z,"Votum Propemtērion: Das ist/ Glückwünschung eines seligen und siegreichen Auß- und Eingangs/ deß ... Herrn Christian, Fürsten zu Anhalt/ Graven zu Ascanien ... Hochverordneten Kriegsobristen/ wider die Feinde Christlicher Religion, und vätterlicher Freyheit Deutscher Nation",026,Fürst Christian I. von,Anhalt-Bernburg,Der Sehnliche,gnd/119118416,NA,028C,lat,NA,ger,Lyrik
205838,1610,3:634276Z,"Votum Propemtērion: Das ist/ Glückwünschung eines seligen und siegreichen Auß- und Eingangs/ deß ... Herrn Christian, Fürsten zu Anhalt/ Graven zu Ascanien ... Hochverordneten Kriegsobristen/ wider die Feinde Christlicher Religion, und vätterlicher Freyheit Deutscher Nation",026,Fürst Christian I. von,Anhalt-Bernburg,Der Sehnliche,gnd/119118416,NA,028C,lat,NA,ger,Gelegenheitsschrift
19023,1670,12:742757T,"Biblia, Das ist/ Die gantze H. Schrifft Alten und Neuen Testaments/ Deutsch/ D. Mart. Luthers",682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,Widmungsempfänger,028C,heb,NA,ger,Bibel
77082,1656,14:010394R,Churfürstlicher Sächsischer Cypressen-Baum,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,NA,028C,lat,NA,ger,Lyrik
77082,1656,14:010394R,Churfürstlicher Sächsischer Cypressen-Baum,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,NA,028C,lat,NA,ger,Gelegenheitsschrift
77082,1656,14:010394R,Churfürstlicher Sächsischer Cypressen-Baum,682,Kurfürst Johann Georg II. von,Sachsen,Der Preißwürdige,gnd/119100320,NA,028C,lat,NA,ger,Gelegenheitsschrift
113455,1696,3:603872N,"Philosophia Maturata, oder Ein ausführlicher Philosophischer Tractat",160,Angelo,Sala,Der Lindernde,gnd/119076101,NA,028C,eng,NA,ger,Chemie
113455,1696,3:603872N,"Philosophia Maturata, oder Ein ausführlicher Philosophischer Tractat",160,Angelo,Sala,Der Lindernde,gnd/119076101,NA,028C,eng,NA,ger,Alchemie
9696,1673,39:134451Y,Blutige Thränen Des Höchst bedrängten und geängsten Böhmer-Landes,402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,WidmungsempfängerIn,028C,cze,NA,ger,NA
13761,1672,39:126360X,Die @Königliche Schäfferin Aspasia,402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,NA,028C,dut,NA,ger,Gelegenheitsschrift
13761,1672,39:126360X,Die @Königliche Schäfferin Aspasia,402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,NA,028C,dut,NA,ger,Drama
24463,1669,3:632300E,"Christliche Anzugs-Predigt/ Welche Auf Gnädigste Verordnung Des ... Herrn Augusti, Postulirten Administratoris des Primat und Ertz-Stifftes Magdeburg/ Hertzogen zu Sachsen/ ... Zu glücklichem Anfange Einer rechtgläubigen Evangelischen bißhero aus dem Königreich Böhmen vertriebenen/ itzo in der Fürstl. Graffschafft Barby in Christo Versamleten Gemeine/ Den 26. Septembr. Anno 1669. gehalten",402,Herzog August von,Sachsen-Weißenfels,Der Wohlgeratene,gnd/119025299,NA,028G,cze,NA,ger,Predigt
98348,1649,14:009421P,Augustus Buchners @Glückwünschung An Den Durchlauchtigsten ... Herrn Johann Georgen/ Hertzogen zu Sachsen ... und Chur-Fürsten ... Als Ihre Churf. Durchl. den 5. Mertzens-Tag/ Ihr Grosses Stuffen-Jahr glücklich überlebet hatten,362,Augustus,Buchner,Der Genossene,gnd/118913859,NA,028A,lat,NA,ger,Gelegenheitsschrift
98527,1649,39:166504N,Was Karl der erste/ König in Engelland/ bei dem über Ihn gefälltem todes-uhrteil hette für-bringen können,362,Augustus,Buchner,Der Genossene,gnd/118913859,NA,028A,lat,NA,ger,Rede
98748,1649,23:314366L,Eine @gedoppelte Rede/ Welche Carolus I. König in Engeland/ Schottland/ Franckreich und Irrland/ hette führen können/ als Er zum Tode verdammet worden,362,Augustus,Buchner,Der Genossene,gnd/118913859,NA,028A,lat,NA,ger,Rede
98748,1649,23:314366L,Eine @gedoppelte Rede/ Welche Carolus I. König in Engeland/ Schottland/ Franckreich und Irrland/ hette führen können/ als Er zum Tode verdammet worden,362,Augustus,Buchner,Der Genossene,gnd/118913859,NA,028A,lat,NA,ger,Gelegenheitsschrift
98748,1649,23:314366L,Eine @gedoppelte Rede/ Welche Carolus I. König in Engeland/ Schottland/ Franckreich und Irrland/ hette führen können/ als Er zum Tode verdammet worden,362,Augustus,Buchner,Der Genossene,gnd/118913859,NA,028A,lat,NA,ger,Flugschrift
115869,1642,7:719063B,Augusti Buchneri @Joas,362,Augustus,Buchner,Der Genossene,gnd/118913859,NA,028A,lat,NA,ger,Lyrik
116363,1642,1:638482D,Augusti Buchneri @Joas,362,Augustus,Buchner,Der Genossene,gnd/118913859,NA,028A,lat,NA,ger,Lyrik
176038,1619,14:010051A,Carmina Auff glückliche Ankunfft zu Wittenbergk/ Des ... Herrn/ Johans Georgen Hertzogens zu Sachsen ... Deßgleichen/ Der ... Frawen/ Magdalenen Sibyllen/ Geborner Marggräfin ... zu Brandenburgk ...,362,Augustus,Buchner,Der Genossene,gnd/118913859,NA,028A,lat,NA,ger,Einblattdruck
176038,1619,14:010051A,Carmina Auff glückliche Ankunfft zu Wittenbergk/ Des ... Herrn/ Johans Georgen Hertzogens zu Sachsen ... Deßgleichen/ Der ... Frawen/ Magdalenen Sibyllen/ Geborner Marggräfin ... zu Brandenburgk ...,362,Augustus,Buchner,Der Genossene,gnd/118913859,NA,028A,lat,NA,ger,Lyrik
176038,1619,14:010051A,Carmina Auff glückliche Ankunfft zu Wittenbergk/ Des ... Herrn/ Johans Georgen Hertzogens zu Sachsen ... Deßgleichen/ Der ... Frawen/ Magdalenen Sibyllen/ Geborner Marggräfin ... zu Brandenburgk ...,362,Augustus,Buchner,Der Genossene,gnd/118913859,NA,028A,lat,NA,ger,Gelegenheitsschrift
91795,1696,12:625196H,Vollkommener Unterricht Eines Wahren Christen/ Was Er/ Krafft seines Heiligen Glaubens/ Gutes zu thun und Böses zu vermeyden verpflichtet seye,854,Hieronymus Ambrosius,Langenmantel,Der Wenigste,gnd/118861042,NA,028C,ita,NA,ger,Predigtsammlung
91795,1696,12:625196H,Vollkommener Unterricht Eines Wahren Christen/ Was Er/ Krafft seines Heiligen Glaubens/ Gutes zu thun und Böses zu vermeyden verpflichtet seye,854,Hieronymus Ambrosius,Langenmantel,Der Wenigste,gnd/118861042,NA,028C,ita,NA,ger,Ordensliteratur
113031,1696,12:106020Y,Marianische Fest-Lust/ Oder Geistreiche Nach-Gedancken/ und Sittliche Betrachtungen/ über die Evangelia/ der/ von der Christlich-Catholischen Kirchen gebottenen H. Fest-Tagen der Seeligsten Jungfrauen Mariae,854,Hieronymus Ambrosius,Langenmantel,Der Wenigste,gnd/118861042,NA,028C,ita,NA,ger,Ordensliteratur
242210,1690,23:684507U,"Die @Gekrönte Unschuld, Oder: Das Wundersame Leben der Seeligen und Frommen Hirlandin/ Herzogin in Klein-Britannien",854,Hieronymus Ambrosius,Langenmantel,Der Wenigste,gnd/118861042,NA,028C,fre,NA,ger,NA
242210,1690,23:684507U,"Die @Gekrönte Unschuld, Oder: Das Wundersame Leben der Seeligen und Frommen Hirlandin/ Herzogin in Klein-Britannien",854,Hieronymus Ambrosius,Langenmantel,Der Wenigste,gnd/118861042,NA,033J,fre,NA,ger,NA
118857,1641,3:301853S,Anmuthige/ und sehr nutzliche Betrachtung Der Eytelkeit der Welt,065,Landgraf Wilhelm V. von,Hessen-Kassel,Der Kitzliche,gnd/118807331,NA,028C,fre,NA,ger,NA
131039,1635,23:250698E,Anmütige unterhaltung Und Zeitvertreib Edeler Gemüther/ Uber Der Eytelkeit der Welt,065,Landgraf Wilhelm V. von,Hessen-Kassel,Der Kitzliche,gnd/118807331,NA,028C,fre,NA,ger,NA
146629,1628,17:750769K,Römische Historia Von Aelio Seiano,065,Landgraf Wilhelm V. von,Hessen-Kassel,Der Kitzliche,gnd/118807331,WidmungsempfängerIn,028C,fre,NA,ger,Altertumskunde
305460,1675,23:235722K,Lust- und Artzeney-Garten des Königlichen Propheten Davids. Das ist Der gantze Psalter in teutsche Verse übersetzt/ sam[m]t anhangenden kurtzen Christlichen Gebetlein,580,Freiherr Wolf Helmhard von,Hohberg,Der Sinnreiche,gnd/118774735,NA,028A,lat,NA,ger,Gesellschaftsschrift
305460,1675,23:235722K,Lust- und Artzeney-Garten des Königlichen Propheten Davids. Das ist Der gantze Psalter in teutsche Verse übersetzt/ sam[m]t anhangenden kurtzen Christlichen Gebetlein,580,Freiherr Wolf Helmhard von,Hohberg,Der Sinnreiche,gnd/118774735,NA,028A,lat,NA,ger,Emblembuch
305460,1675,23:235722K,Lust- und Artzeney-Garten des Königlichen Propheten Davids. Das ist Der gantze Psalter in teutsche Verse übersetzt/ sam[m]t anhangenden kurtzen Christlichen Gebetlein,580,Freiherr Wolf Helmhard von,Hohberg,Der Sinnreiche,gnd/118774735,NA,028A,lat,NA,ger,Gesangbuch
305460,1675,23:235722K,Lust- und Artzeney-Garten des Königlichen Propheten Davids. Das ist Der gantze Psalter in teutsche Verse übersetzt/ sam[m]t anhangenden kurtzen Christlichen Gebetlein,580,Freiherr Wolf Helmhard von,Hohberg,Der Sinnreiche,gnd/118774735,NA,028A,lat,NA,ger,Gebetbuch
15218,1671,23:751167R,Djanea Oder Rähtsel-Gedicht,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,ÜbersetzerIn,028C,ita,NA,ger,Roman
93613,1651,23:289869C,Gottfried. Oder Erlösetes Jerusalem. Deutsch,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,ita,NA,ger,Verserzählung
110316,1644,12:642769N,Dianea Oder Rähtselgedicht,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,ita,NA,ger,Roman
111499,1644,23:285909B,Dianea,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,ita,NA,ger,Roman
117957,1641,23:651299D,Der @Seelen Ancker/ Das ist/ Von der Beharligkeit oder Bestendigkeit der Heiligen,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,dut,NA,ger,NA
120903,1640,39:120996U,Die @Erste und Andere Woche Wilhelms von Saluste Herren zu Bartas,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,fre,NA,ger,Verserzählung
128681,1636,3:314959K,Folge Der History vom Rasenden Roland,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,ita,NA,ger,Verserzählung
128682,1636,3:314953P,Die @Historia Vom Rasenden Roland,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,ita,NA,ger,Verserzählung
132339,1634,3:314957U,Noch weiterer Verlauff Der History Vom Rasenden Roland,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,ita,NA,ger,Verserzählung
132340,1634,3:314955D,Fernerer Verlauff der History Vom Rasenden Roland,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,ita,NA,ger,Verserzählung
137611,1632,23:252278D,Drey Gesänge Vom Rasenden Rolandt,031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,ita,NA,ger,Verserzählung
153834,1626,3:005078L,"Gottfried von Bulljon, Oder Das Erlösete Jerusalem",031,Diederich von,dem Werder,Der Vielgekörnte,gnd/118767038,NA,028C,ita,NA,ger,Verserzählung
18101,1671,1:078723P,Dem @Weisen ist verboten zu dienen,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Gesellschaftsschrift
26890,1669,23:327655D,"Johannis Francisc[i] Loredani, Deß Edlen/ und Weltberühmten Venetianers @Andachten Uber die 15. Staffel-Psalmen Deß Königlichen Propheten Davids",500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,NA
34439,1667,23:327703M,Des weitberühmten Welschen Dichters Marini/ @Printz Kalloandro,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,NA
34444,1667,3:300741L,Der @Eromena vierdter und letzter Theil,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
34445,1667,3:300739Q,Koralbo: oder der Eromena Dritter Theil,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
34446,1667,3:301891C,Das @vertriebene Fräulein/ oder der Eromena Zweiter Theil,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
34829,1667,3:301889G,Eromena: Das ist/ Liebs- und Heldengedicht,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
46526,1664,39:120256E,Clelia,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,fre,NA,ger,Roman
46526,1664,39:120256E,Clelia,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,fre,NA,ger,Frauenliteratur
49852,1663,7:667424L,Wettstreit Der Verzweifelten,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
59408,1661,23:327670D,Geschichtreden: Das ist/ Freywillige Gemüts-Schertze Herrn Johann Frantz Loredano hochgelehrten vornehmen Venetischen Edelmannes,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,NA
63717,1660,23:302957G,Von menschlicher Vollkommenheit,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,fre,NA,ger,NA
63768,1660,23:287159Z,Von menschlicher Vollkommenheit,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,fre,NA,ger,NA
66411,1659,23:327464S,Das @vertriebene Fräulein/ oder der Eromena zweiter Theil,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
67931,1658,14:688329D,Koralbo: oder der Eromena Dritter Theil,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
72097,1657,75:705278M,Geteutschter Samson/ Des Fürtrefflichsten Italiänischen Schreiber-Liechtes unserer Zeiten/ Herrn Ferrante Pallavicini,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,NA
73991,1657,12:106604Y,Geteutschter Samson/ Des Fürtrefflichsten Italiänischen Schreiber-Liechtes unserer Zeiten/ Herrn Ferrante Pallavicini,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,NA
74602,1657,23:287542M,Frauenzim[m]er Belustigung,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,fre,NA,ger,Frauenliteratur
75897,1656,23:244487U,Des weitberühmten Welschen Dichters Marini/ @Printz Kalloandro,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,NA
75922,1656,23:239111E,Eromena: Das ist/ Liebs- und Heldengedicht,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
75922,1656,23:239111E,Eromena: Das ist/ Liebs- und Heldengedicht,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Gesellschaftsschrift
83934,1654,23:297431V,"Francisci Baconis Grafens von Verulamio, weiland Englischen Reichscantzlers @Getreue Reden: die Sitten- Regiments- und Haußlehre betreffend",500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,lat,NA,ger,Rede
84344,1654,23:302341X,"Francisci Baconi, Grafens von Verulamio @Fürtrefflicher Staats- Vernunfft- und Sitten-Lehr-Schrifften ...",500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,lat,NA,ger,NA
85434,1653,23:646209P,Frauenzimmer Belustigung,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,fre,NA,ger,Frauenliteratur
87924,1652,75:705281Q,Geschicht-reden: Das ist/ Freywillige Gemüths-Schertze Herrn Johann Frantz Loredano hochgelehrten vornehmen Venetischen Edelmannes,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,NA
88552,1652,12:636356A,Der @Eromena vierter und letzter Theil,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
92163,1651,12:636339L,Koralbo: oder der Eromena dritter Theil,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
93349,1651,3:609435P,Eromena: Das ist/ Liebs- und Heldengedicht,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
93356,1651,3:314940K,Wettstreitt Der Verzweifelten,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
95032,1650,12:636318Q,Das @vertriebene Fräulein/ oder der Eromena zweiter Theil,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
96794,1650,23:287144E,Eromena: Das ist/ Liebs- und Heldengedicht/ In welchem/ nechst seltenen Begebenheiten viel kluge Gedancken/ merckwürdige Lehren/ verständige Gespräche und verborgene Geschichte zu beobachten,500,Herr Johann Wilhelm von,Stubenberg,Der Unglückliche,gnd/118756141,NA,028C,ita,NA,ger,Roman
128648,1636,12:200650B,Copey der Schreiben/ Königs Caroli in Groß Britannien/ [et]c. An Königin Christinam in Schweden/ [et]c.,232,Greve Axel,Oxenstierna af Södermöre,Der Gewünschte,gnd/118738925,NA,028C,lat,NA,ger,Flugschrift
128648,1636,12:200650B,Copey der Schreiben/ Königs Caroli in Groß Britannien/ [et]c. An Königin Christinam in Schweden/ [et]c.,232,Greve Axel,Oxenstierna af Södermöre,Der Gewünschte,gnd/118738925,NA,028C,lat,NA,ger,Briefsammlung
133175,1633,35:713630R,Copia Eines aus dem Schwedischen ins Deutsch translatirten Schreiben/ so der Schwedische Reichs-Cantzler/ Herr Ochsenstern/ an die Kön. May. in Dennemarck/ [et]c. wegen der vorgeschlagenen Friedenshandlung/ Dato Franckfurt am Mayn/ den 17./27. May. gethan,232,Greve Axel,Oxenstierna af Södermöre,Der Gewünschte,gnd/118738925,NA,028A,swe,NA,ger,Brief
133175,1633,35:713630R,Copia Eines aus dem Schwedischen ins Deutsch translatirten Schreiben/ so der Schwedische Reichs-Cantzler/ Herr Ochsenstern/ an die Kön. May. in Dennemarck/ [et]c. wegen der vorgeschlagenen Friedenshandlung/ Dato Franckfurt am Mayn/ den 17./27. May. gethan,232,Greve Axel,Oxenstierna af Södermöre,Der Gewünschte,gnd/118738925,NA,028A,swe,NA,ger,Flugschrift
133964,1633,14:005306R,Copia Eines aus dem Schwedischen ins Teutsch tranlatirten Schreibens/ so der Schwedische ReichsCantzler Herr Ochsenstern an die Königliche May. in Dennemarcken/ wegen der vorgeschlagenen Friedenshandlung abgehen lassen,232,Greve Axel,Oxenstierna af Södermöre,Der Gewünschte,gnd/118738925,NA,028A,swe,NA,ger,Brief
133964,1633,14:005306R,Copia Eines aus dem Schwedischen ins Teutsch tranlatirten Schreibens/ so der Schwedische ReichsCantzler Herr Ochsenstern an die Königliche May. in Dennemarcken/ wegen der vorgeschlagenen Friedenshandlung abgehen lassen,232,Greve Axel,Oxenstierna af Södermöre,Der Gewünschte,gnd/118738925,NA,028A,swe,NA,ger,Flugschrift
134644,1633,23:312863F,Copia Eines auß dem Schwedischen ins Teutsch tranlatirten Schreibens/ so der Schwedische ReichsCantzler Herr Ochsenstern an die Königliche Mayst. in Dennemarcken/ wegen der vorgeschlagenen Friedenshandlung,232,Greve Axel,Oxenstierna af Södermöre,Der Gewünschte,gnd/118738925,NA,028A,swe,NA,ger,Brief
96795,1650,23:287011G,Der @Adeliche Haußvatter,467,Johann,Rist,Der Rüstige,gnd/118745425,NA,028C,ita,NA,ger,NA
119267,1640,15:728888V,Johannis Ristii Holsati @Capidan Spavento Oder Rodomontades Espagnolles. Das ist: Spanische Auffschneidereyen,467,Johann,Rist,Der Rüstige,gnd/118745425,NA,028A,fre,NA,ger,Verserzählung
121027,1640,23:276739M,Johannis Ristii Holsati @Capitan Spavento Oder Rodomontades Espagnolles. Das ist: Spanische Auffschneidereyen,467,Johann,Rist,Der Rüstige,gnd/118745425,NA,028A,fre,NA,ger,Verserzählung
128870,1636,3:603135W,Johannis Ristii Holsati @Capitan Spavento Oder Rodomontades Espagnolles,467,Johann,Rist,Der Rüstige,gnd/118745425,NA,028A,fre,NA,ger,Lyrik
129398,1635,18:721282M,Johannis Ristii Holsati @Capitan Spavento Oder Rodomontades Espagnolles,467,Johann,Rist,Der Rüstige,gnd/118745425,NA,028A,fre,NA,ger,Lyrik
305311,1675,14:630220D,J. R. H. @Philosophischer Phoenix Das ist: Kurtze jedoch gründliche und Sonnenklare Entdeckunge der wahren und eigentlichen Materi des Allerdelsten Steins der Weisen,467,Johann,Rist,Der Rüstige,gnd/118745425,NA,028A,lat,NA,ger,Medizin
60338,1660,3614:740231Y,Persianischer Rosenthal,543,Adam,Olearius,Der Vielbemühete,gnd/118736256,NA,028C,per,NA,ger,Anthologie
63388,1660,3:313596M,Persianischer Rosenthal,543,Adam,Olearius,Der Vielbemühete,gnd/118736256,NA,028C,per,NA,ger,Anthologie
63578,1660,39:119905P,Persianischer Rosenthal,543,Adam,Olearius,Der Vielbemühete,gnd/118736256,NA,028C,per,NA,ger,Anthologie
64006,1659,56:740506H,Des alten KirchenLehrers und Martyrers Cyprians Herrliche Gedancken und bewegliche Reden Von der Sterbligkeit/ So bey itzigen gefährlichen Zeiten von frommen Christen wol zu lesen/ Item ein Gebet desselben,543,Adam,Olearius,Der Vielbemühete,gnd/118736256,ÜbersetzerIn,028C,lat,NA,ger,NA
65076,1659,23:621539W,Des alten KirchenLehrers und Märtyrers Cyprians @Herrliche Gedancken und bewegliche Reden Von der Sterbligkeit,543,Adam,Olearius,Der Vielbemühete,gnd/118736256,NA,028C,lat,NA,ger,NA
88616,1652,14:630135T,Misocapnus. Rauch- und Schmauch-Fehder oder Toback-Feind,543,Adam,Olearius,Der Vielbemühete,gnd/118736256,NA,028C,eng,NA,ger,Medizin
98121,1649,1:043136D,Oswald Belings @Verdeutschete Waldlieder/ Oder 10. Hirten Gespräche Des allerfürtrefflichsten Lateinisch: Poeten Virg. Marons,543,Adam,Olearius,Der Vielbemühete,gnd/118736256,NA,028C,lat,NA,ger,Schäferdichtung
99022,1649,1:043183P,Oswald Belings @Verdeutschete Waldlieder/ Oder 10. Hirten Gespräche Des allerfürtrefflichsten Lateinisch: Poeten Virg. Marons,543,Adam,Olearius,Der Vielbemühete,gnd/118736256,NA,028C,lat,NA,ger,Schäferdichtung
113626,1696,39:137036Q,Der @Persianische Rosenthal,543,Adam,Olearius,Der Vielbemühete,gnd/118736256,NA,028C,per,NA,ger,Anthologie
8979,1673,12:188128Z,Deß @Von Seiner Königl. Majestät in Schweden/ Wegen der Hertzogthumer Bremen/ Verden und deß näher dißseits ligenden Pommern Herrn Abgesandtens/ Erinnerungs-Schrifft. An die Deß H. Röm. Reichs/ derer Chur-Fürsten und Ständen versamlete Herren Gesandte/ Rähte/ und Abgeordnete,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028G,lat,NA,ger,Brief
8979,1673,12:188128Z,Deß @Von Seiner Königl. Majestät in Schweden/ Wegen der Hertzogthumer Bremen/ Verden und deß näher dißseits ligenden Pommern Herrn Abgesandtens/ Erinnerungs-Schrifft. An die Deß H. Röm. Reichs/ derer Chur-Fürsten und Ständen versamlete Herren Gesandte/ Rähte/ und Abgeordnete,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028G,lat,NA,ger,Flugschrift
11110,1672,32:677338V,Florum Sparsio Ad Ius Militare Suecicum Oder Artickuls-Brieff/ Des Weyland Durchleuchtigsten/ Großmächtigsten Fürsten und Herrn/ Herrn Carl Gustaffen/ Der Schweden/ Gothen und Wenden Königs ...,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028A,swe,NA,ger,NA
66311,1659,14:080844H,"Copia Einer Commission, Welche der König in Zu Schweden/ wieder Ihrer Königl. Maytt: zu Dännemarck/ Norwegen [et]c. und der Vereinigten Niederlanden [et]c. Eingesessene verliehen und ausgegeben/ Feindlich wieder Sie auf der See zu agiren",513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,dut,NA,ger,Amtsdruckschrift
66523,1659,14:076462G,Puncta des neulich abgehandelten Vergleichs Zwischen Ihr. Königl. Maytt. zu Schweden/ [et]c. von einer/ Und dann Ihr. Königl. Maytt. von Pohlen/ anderer Seiten/ Verordneten Deputirten/ wegen übergabe der Stadt Thorn,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,lat,NA,ger,Vertrag
68037,1658,7:677239X,"Instrumentum Pacis, oder Friedens-Pacta",513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,dan,NA,ger,Vertrag
68037,1658,7:677239X,"Instrumentum Pacis, oder Friedens-Pacta",513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,dan,NA,ger,Gelegenheitsschrift
69799,1697,39:124159Q,Herrn Samuel Freyherrns von Pufendorf @Sieben Bücher Von denen Thaten Carl Gustavs Königs in Schweden,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,lat,NA,ger,Biographie
69799,1697,39:124159Q,Herrn Samuel Freyherrns von Pufendorf @Sieben Bücher Von denen Thaten Carl Gustavs Königs in Schweden,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,lat,NA,ger,Chronik
70633,1658,14:081626D,Ubergesetzter Schwedischer Brieff/ an den König von Schweden/ etc. durch dessen Reichsraht Herrn Christer Bonde/ etc. geschrieben,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,swe,NA,ger,Brief
70633,1658,14:081626D,Ubergesetzter Schwedischer Brieff/ an den König von Schweden/ etc. durch dessen Reichsraht Herrn Christer Bonde/ etc. geschrieben,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,swe,NA,ger,Flugschrift
70660,1658,39:123240R,Pacta Und Friedens-Vertrag/ Zwischen Königl. Majest. und Cron Schweden/ Und Königl. Majest. und Cron Dennemarck,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,swe,NA,ger,Vertrag
70660,1658,39:123240R,Pacta Und Friedens-Vertrag/ Zwischen Königl. Majest. und Cron Schweden/ Und Königl. Majest. und Cron Dennemarck,513,König Karl X. Gustav von,Schweden,Der Erhabene,gnd/118720945,NA,028C,swe,NA,ger,Gelegenheitsschrift
